d	r	c	M	minR_num	minR_den	argk	hstar
6	None	142	3688	584	669	1	1,135,1202,1820,516,14,0
5	None	110	1684	832	963	1	1,104,713,746,119,1
6	None	344	23884	502	517	1	1,337,5065,12085,5924,471,1
5	None	108	1554	2325	2723	1	1,102,671,675,104,1
6	None	67	1006	867	1208	1	1,60,380,455,107,3,0
6	None	206	8884	799	855	1	1,199,2310,4501,1772,101,0
6	None	111	3080	2377	2750	1	1,104,945,1523,487,20,0
5	None	136	2234	366	413	1	1,130,938,1004,160,1
6	None	82	1266	1103	1475	1	1,75,488,572,127,3,0
6	None	304	14660	5222	5471	1	1,297,3753,7517,2938,154,0
6	None	116	2552	694	827	1	1,109,872,1220,338,12,0
6	None	242	10020	7313	7784	1	1,235,2729,5113,1855,87,0
5	None	121	1916	2829	3241	1	1,115,807,856,136,1
6	None	332	19096	13213	13706	1	1,325,4478,9761,4257,274,0
5	None	139	2260	303	343	1	1,133,951,1014,160,1
5	None	132	1842	2784	3223	1	1,126,829,787,99,0
5	None	68	615	65	89	1	1,62,304,227,21,0
5	None	99	1203	1848	2239	1	1,93,558,493,58,0
6	None	91	2040	1636	1993	1	1,84,677,986,282,10,0
6	None	105	1828	1577	1981	1	1,98,699,848,179,3,0
6	None	179	6168	925	1013	1	1,172,1780,3102,1065,48,0
6	None	40	180	101	261	1	1,33,101,45,0,0,0
6	None	172	5606	848	937	1	1,165,1646,2804,948,42,0
6	None	125	3208	2537	2935	1	1,118,1042,1580,453,14,0
6	None	83	750	798	1181	1	1,76,399,274,0,0,0
6	None	355	24470	1177	1212	1	1,348,5211,12385,6046,478,1
6	None	331	24042	16059	16534	1	1,324,4938,12081,6163,533,2
6	None	180	6122	4617	5047	1	1,173,1802,3096,1013,37,0
5	None	87	957	1488	1867	1	1,81,454,379,42,0
5	None	117	1507	2304	2723	1	1,111,693,627,75,0
5	None	126	1953	2898	3319	1	1,120,830,865,136,1
5	None	75	783	1221	1577	1	1,69,374,306,33,0
6	None	216	7900	1967	2120	1	1,209,2287,4029,1327,47,0
5	None	63	489	789	1157	1	1,57,252,168,11,0
5	None	36	89	174	497	1	1,30,58,0,0,0
6	None	339	22940	15478	15963	1	1,332,4913,11606,5642,445,1
5	None	104	1305	399	479	1	1,98,600,541,65,0
6	None	139	2964	2466	2905	1	1,132,1073,1438,320,0,0
5	None	135	1008	1734	2285	1	1,129,578,300,0,0
5	None	62	410	228	353	1	1,56,221,125,7,0
6	None	82	1656	1346	1701	1	1,75,562,788,222,8,0
5	None	120	1065	194	249	1	1,114,560,368,22,0
6	None	36	156	170	477	1	1,29,84,40,2,0,0
6	None	97	1311	199	270	1	1,90,547,573,100,0,0
6	None	262	7657	6067	6587	1	1,255,2556,3890,955,0,0
6	None	357	13722	5116	5413	1	1,350,3945,6989,2342,95,0
6	None	89	1232	1116	1511	1	1,82,511,544,94,0,0
6	None	336	11098	574	611	1	1,329,3570,5728,1470,0,0
6	None	376	12288	3189	3388	1	1,369,3976,6327,1615,0,0
6	None	260	7295	5829	6361	1	1,253,2472,3684,885,0,0
6	None	380	16048	11738	12341	1	1,373,4388,8184,2962,140,0
5	None	59	255	18	35	1	1,53,150,51,0,0
6	None	152	3416	2823	3269	1	1,145,1225,1672,373,0,0
6	None	196	5340	4216	4721	1	1,189,1724,2632,768,26,0
6	None	176	4081	3364	3841	1	1,169,1457,2004,450,0,0
6	None	318	10560	810	869	1	1,311,3225,5313,1650,60,0
6	None	157	2943	1275	1517	1	1,150,1145,1387,260,0,0
6	None	301	9345	7309	7870	1	1,294,3042,4783,1225,0,0
6	None	199	4411	921	1054	1	1,192,1615,2149,454,0,0
6	None	236	7138	1387	1518	1	1,229,2237,3559,1074,38,0
6	None	383	14349	10781	11389	1	1,376,4198,7296,2385,93,0
6	None	355	11809	761	810	1	1,348,3765,6093,1602,0,0
5	None	278	2963	4884	5525	1	1,272,1628,1062,0,0
5	None	88	478	95	149	1	1,82,285,110,0,0
6	None	391	13260	10233	10843	1	1,384,4214,6856,1805,0,0
6	None	158	3093	885	1042	1	1,151,1183,1469,289,0,0
6	None	176	3568	6	7	1	1,169,1343,1705,350,0,0
5	None	32	104	174	487	1	1,26,58,19,0,0
6	None	346	11354	8815	9388	1	1,339,3652,5851,1511,0,0
5	None	288	3109	1705	1921	1	1,282,1705,1121,0,0
5	None	83	530	306	451	1	1,77,306,146,0,0
6	None	360	11708	46	49	1	1,353,3779,6025,1550,0,0
6	None	372	11532	824	881	1	1,365,3792,5894,1480,0,0
5	None	125	1400	2193	2663	1	1,119,673,549,58,0
6	None	280	6747	2807	3099	1	1,273,2462,3321,690,0,0
6	None	279	8161	1614	1753	1	1,272,2713,4145,1030,0,0
5	None	176	1517	2568	3157	1	1,170,856,490,0,0
6	None	194	7736	1129	1217	1	1,187,2088,3914,1469,77,0
5	None	141	2484	3627	4055	1	1,135,1011,1137,198,2
6	None	55	652	589	910	1	1,48,268,281,53,1,0
5	None	109	1450	2199	2599	1	1,103,655,613,78,0
6	None	230	11104	2619	2768	1	1,223,2763,5645,2331,141,0
5	None	115	1464	746	887	1	1,109,674,608,72,0
6	None	191	8322	1194	1279	1	1,184,2141,4208,1688,100,0
6	None	219	8780	1286	1377	1	1,212,2402,4460,1626,79,0
6	None	195	7732	5657	6092	1	1,188,2116,3939,1425,63,0
6	None	211	9632	6869	7309	1	1,204,2448,4890,1973,116,0
6	None	160	6798	2434	2637	1	1,153,1731,3417,1406,90,0
5	None	58	459	738	1081	1	1,52,233,160,13,0
6	None	224	10026	63	67	1	1,217,2579,5089,2024,116,0
6	None	219	10334	7338	7775	1	1,212,2597,5252,2144,128,0
5	None	83	777	1242	1631	1	1,77,390,285,24,0
6	None	102	1726	1495	1897	1	1,95,662,794,171,3,0
5	None	108	1379	300	359	1	1,102,630,576,70,0
5	None	90	1100	1677	2057	1	1,84,502,456,57,0
6	None	175	6088	4554	4987	1	1,168,1746,3062,1062,49,0
5	None	181	3551	5136	5593	1	1,175,1414,1660,298,3
6	None	143	3532	2833	3261	1	1,136,1178,1726,477,14,0
6	None	306	17236	3982	4143	1	1,299,4051,8790,3844,251,0
6	None	211	6978	2659	2893	1	1,204,2107,3525,1104,37,0
6	None	241	11114	7937	8400	1	1,234,2839,5649,2259,132,0
6	None	186	6574	4908	5353	1	1,179,1876,3308,1156,54,0
6	None	81	1470	1226	1585	1	1,74,523,686,180,6,0
5	None	109	1348	159	191	1	1,103,622,555,67,0
6	None	178	5402	4171	4617	1	1,171,1674,2706,823,27,0
5	None	57	418	684	1025	1	1,51,218,138,10,0
5	None	195	3371	4968	5455	1	1,189,1436,1525,220,0
6	None	306	17468	12083	12561	1	1,299,4084,8914,3915,255,0
6	None	194	7726	1879	2026	1	1,187,2081,3903,1475,79,0
5	None	108	1467	2217	2611	1	1,102,658,625,81,0
5	None	115	1582	2382	2801	1	1,109,704,678,90,0
6	None	305	19614	13313	13786	1	1,298,4278,9919,4747,370,1
6	None	261	13350	9383	9839	1	1,254,3266,6804,2851,174,0
6	None	64	768	701	1047	1	1,57,320,328,61,1,0
6	None	292	18500	12571	13041	1	1,285,4029,9318,4503,363,1
6	None	325	21220	14389	14864	1	1,318,4609,10723,5161,407,1
6	None	238	12340	8624	9077	1	1,231,2959,6266,2706,177,0
6	None	234	11278	7985	8436	1	1,227,2810,5731,2365,144,0
5	None	67	595	948	1303	1	1,61,298,217,18,0
6	None	280	16878	11541	12017	1	1,273,3750,8504,4031,318,1
6	None	230	9856	791	843	1	1,223,2591,4998,1937,106,0
6	None	332	22398	15115	15597	1	1,325,4798,11328,5509,436,1
6	None	367	27020	18041	18529	1	1,360,5561,13612,6899,585,2
5	None	49	328	180	287	1	1,43,174,104,6,0
6	None	251	13714	9517	9967	1	1,244,3221,6966,3075,207,0
6	None	164	4634	3629	4064	1	1,157,1482,2311,665,18,0
5	None	53	310	531	871	1	1,47,177,85,0,0
6	None	184	6064	1149	1261	1	1,177,1795,3043,1006,42,0
6	None	363	24914	16794	17287	1	1,356,5329,12622,6126,479,1
6	None	161	5508	4117	4541	1	1,154,1570,2758,977,48,0
6	None	120	2482	1033	1238	1	1,113,891,1187,284,6,0
6	None	142	3894	3049	3464	1	1,135,1240,1931,569,18,0
6	None	231	10746	3829	4054	1	1,224,2733,5471,2192,125,0
5	None	203	2908	1475	1657	1	1,197,1325,1235,150,0
6	None	114	1681	507	655	1	1,107,696,748,129,0,0
5	None	29	87	150	439	1	1,23,50,13,0,0
6	None	301	12187	4477	4747	1	1,294,3370,6209,2214,99,0
6	None	368	15117	11131	11712	1	1,361,4211,7715,2709,120,0
5	None	45	225	381	721	1	1,39,125,58,2,0
5	None	104	994	1593	2041	1	1,98,501,364,30,0
5	None	31	110	189	479	1	1,25,63,21,0,0
5	None	77	503	858	1279	1	1,71,280,145,6,0
6	None	198	7890	5747	6203	1	1,191,2108,3972,1531,87,0
5	None	157	2089	3192	3695	1	1,151,958,873,106,0
6	None	287	10207	7675	8244	1	1,280,2976,5157,1723,70,0
6	None	140	3139	429	502	1	1,133,1095,1517,384,9,0
6	None	281	8361	6606	7145	1	1,274,2778,4258,1050,0,0
6	None	333	12165	9162	9737	1	1,326,3576,6174,2010,78,0
6	None	307	10200	68	73	1	1,300,3110,5130,1600,59,0
6	None	294	7701	697	763	1	1,287,2710,3850,853,0,0
6	None	114	1824	808	1025	1	1,107,733,833,150,0,0
6	None	117	1866	1655	2097	1	1,110,750,850,155,0,0
6	None	365	13476	10148	10745	1	1,358,3964,6848,2220,85,0
6	None	277	10585	7858	8383	1	1,270,2999,5374,1860,81,0
6	None	233	7656	5842	6349	1	1,226,2308,3848,1226,47,0
6	None	199	4454	3743	4234	1	1,192,1649,2167,445,0,0
6	None	359	13452	10094	10683	1	1,352,3922,6838,2250,89,0
6	None	270	8282	6422	6999	1	1,263,2583,4136,1256,43,0
6	None	210	4625	3891	4421	1	1,203,1714,2244,463,0,0
6	None	325	10473	679	726	1	1,318,3379,5385,1390,0,0
6	None	277	9666	7313	7855	1	1,270,2864,4884,1585,62,0
5	None	48	214	369	737	1	1,42,123,48,0,0
5	None	81	507	879	1313	1	1,75,293,138,0,0
6	None	137	2540	1097	1322	1	1,130,982,1197,230,0,0
6	None	322	9957	782	839	1	1,315,3272,5093,1276,0,0
5	None	83	439	783	1261	1	1,77,261,100,0,0
5	None	297	5052	7518	8137	1	1,291,2200,2254,306,0
6	None	237	5584	664	741	1	1,230,2035,2740,578,0,0
6	None	286	8310	3295	3576	1	1,279,2775,4215,1040,0,0
6	None	132	2148	1909	2377	1	1,125,867,980,175,0,0
5	None	125	977	1671	2165	1	1,119,557,300,0,0
6	None	203	9388	953	1015	1	1,196,2358,4758,1955,120,0
6	None	120	2994	2372	2771	1	1,113,971,1464,430,15,0
5	None	66	685	352	467	1	1,60,319,272,33,0
6	None	138	4230	3221	3624	1	1,131,1259,2105,703,31,0
6	None	234	11262	7978	8427	1	1,227,2812,5726,2354,142,0
5	None	82	935	478	603	1	1,76,433,380,45,0
6	None	216	9400	2253	2405	1	1,209,2441,4766,1877,106,0
6	None	304	17538	1729	1798	1	1,297,4068,8941,3967,264,0
6	None	344	22830	15452	15941	1	1,337,4941,11556,5560,434,1
6	None	304	17854	945	982	1	1,297,4100,9093,4085,278,0
6	None	130	3094	2507	2908	1	1,123,1059,1513,389,9,0
6	None	106	2414	1947	2326	1	1,99,812,1169,323,10,0
6	None	96	2100	567	689	1	1,89,712,1012,277,9,0
6	None	377	25342	17149	17641	1	1,370,5535,12920,6079,437,0
6	None	271	16406	11217	11675	1	1,264,3651,8280,3905,304,1
5	None	106	1445	2178	2573	1	1,100,644,618,82,0
6	None	286	18182	6176	6407	1	1,279,3972,9185,4398,346,1
6	None	248	12516	2935	3086	1	1,241,3068,6373,2669,164,0
5	None	80	744	1188	1571	1	1,74,372,273,24,0
5	None	113	1705	844	979	1	1,107,725,752,119,1
6	None	229	9306	6803	7266	1	1,222,2530,4721,1743,89,0
6	None	206	7164	5389	5853	1	1,199,2090,3614,1209,51,0
6	None	106	2302	1870	2263	1	1,99,784,1106,302,10,0
5	None	62	479	258	379	1	1,56,245,164,13,0
5	None	189	3236	4770	5257	1	1,183,1378,1462,212,0
5	None	57	441	79	117	1	1,51,225,152,12,0
6	None	83	724	778	1165	1	1,76,389,258,0,0,0
6	None	282	13964	141	148	1	1,275,3468,7109,2934,177,0
6	None	290	15624	10902	11377	1	1,283,3749,7974,3404,213,0
6	None	43	232	262	571	1	1,36,131,64,0,0,0
5	None	98	1132	1746	2155	1	1,92,529,457,53,0
5	None	24	70	9	29	1	1,18,39,12,0,0
5	None	66	429	735	1103	1	1,60,245,123,0,0
5	None	75	541	915	1297	1	1,69,305,166,0,0
6	None	302	17262	5969	6206	1	1,295,4036,8813,3866,251,0
6	None	260	11322	8198	8675	1	1,253,3024,5790,2150,104,0
5	None	176	2968	1460	1617	1	1,170,1267,1337,193,0
5	None	128	1774	896	1037	1	1,122,803,755,93,0
6	None	193	6360	4829	5289	1	1,186,1897,3200,1035,41,0
6	None	176	5280	2042	2265	1	1,169,1637,2633,810,30,0
5	None	120	1570	2391	2821	1	1,114,716,658,81,0
6	None	337	22100	14978	15467	1	1,330,4802,11184,5364,418,1
5	None	105	1218	1887	2303	1	1,99,576,489,53,0
6	None	321	19560	2679	2776	1	1,314,4432,9971,4531,311,0
6	None	295	18924	12840	13309	1	1,288,4111,9548,4608,367,1
6	None	307	20130	6813	7048	1	1,300,4344,10163,4928,393,1
6	None	185	7452	5422	5849	1	1,178,1994,3768,1434,77,0
6	None	185	7086	5212	5641	1	1,178,1956,3588,1300,63,0
6	None	184	7084	5205	5632	1	1,177,1951,3589,1303,63,0
5	None	101	1166	1806	2213	1	1,95,552,468,50,0
5	None	125	2012	2970	3379	1	1,119,846,901,144,1
6	None	137	3698	2890	3309	1	1,130,1162,1816,566,23,0
6	None	196	7474	110	119	1	1,189,2060,3775,1380,69,0
6	None	319	13872	5035	5303	1	1,312,3720,7079,2630,130,0
6	None	238	8754	6521	7020	1	1,231,2495,4429,1531,67,0
5	None	35	149	255	553	1	1,29,84,34,1,0
6	None	252	10425	7574	8087	1	1,245,2771,5262,2032,114,0
5	None	91	576	1002	1469	1	1,85,334,156,0,0
6	None	219	7907	2943	3190	1	1,212,2237,3977,1412,68,0
5	None	47	263	444	775	1	1,41,145,73,3,0
6	None	195	5068	4074	4561	1	1,188,1729,2534,616,0,0
6	None	154	2398	1091	1345	1	1,147,1005,1073,172,0,0
6	None	274	10299	7669	8193	1	1,267,2934,5216,1801,80,0
6	None	387	11159	8980	9601	1	1,380,3856,5654,1268,0,0
6	None	122	2273	1947	2371	1	1,115,861,1068,225,3,0
6	None	377	17575	6311	6596	1	1,370,4576,8971,3470,187,0
5	None	267	4494	6681	7279	1	1,261,1951,2005,276,0
5	None	147	1239	699	875	1	1,141,699,398,0,0
5	None	285	5314	7788	8381	1	1,279,2212,2436,384,2
5	None	294	5769	932	999	1	1,288,2346,2681,450,3
6	None	306	13819	9930	10469	1	1,299,3592,7030,2746,151,0
6	None	276	9174	6996	7559	1	1,269,2754,4602,1488,60,0
6	None	351	13560	10091	10682	1	1,344,3875,6903,2341,96,0
6	None	189	5262	2066	2311	1	1,182,1682,2603,768,26,0
6	None	215	4558	3871	4420	1	1,208,1715,2193,441,0,0
6	None	342	14022	2579	2719	1	1,335,3895,7151,2526,114,0
6	None	222	5188	4311	4843	1	1,215,1885,2546,541,0,0
5	None	197	1754	330	397	1	1,191,990,572,0,0
6	None	338	10128	4006	4305	1	1,331,3369,5153,1274,0,0
5	None	126	823	1458	2009	1	1,120,486,216,0,0
5	None	231	2291	3819	4421	1	1,225,1273,792,0,0
6	None	287	7426	6065	6642	1	1,280,2615,3695,835,0,0
5	None	144	1095	126	163	1	1,138,630,326,0,0
5	None	25	40	12	73	1	1,19,20,0,0,0
6	None	42	231	50	113	1	1,35,123,68,4,0,0
6	None	213	4497	3827	4371	1	1,206,1701,2164,425,0,0
6	None	405	30192	6715	6884	1	1,398,6216,15239,7693,643,2
5	None	62	400	135	209	1	1,56,220,118,5,0
5	None	145	2636	1277	1421	1	1,139,1063,1217,214,2
6	None	142	3742	2960	3377	1	1,135,1220,1852,520,14,0
6	None	108	2462	1991	2370	1	1,101,835,1195,321,9,0
6	None	349	22062	1003	1036	1	1,342,4943,11261,5159,356,0
6	None	88	1642	1368	1741	1	1,81,586,772,196,6,0
5	None	35	132	231	535	1	1,29,77,25,0,0
5	None	24	46	81	353	1	1,18,27,0,0,0
5	None	117	1607	2424	2843	1	1,111,718,687,90,0
6	None	233	10294	2467	2621	1	1,226,2676,5228,2049,114,0
6	None	282	16360	3756	3911	1	1,275,3765,8326,3738,255,0
5	None	95	1063	1647	2053	1	1,89,501,424,48,0
6	None	92	1710	717	905	1	1,85,617,801,200,6,0
5	None	69	625	331	451	1	1,63,311,230,20,0
5	None	66	601	951	1303	1	1,60,296,223,21,0
5	None	67	550	177	251	1	1,61,279,193,16,0
5	None	93	1069	550	681	1	1,87,501,431,49,0
5	None	35	149	29	61	1	1,29,87,32,0,0
6	None	205	8888	6395	6832	1	1,198,2311,4505,1773,100,0
5	None	58	348	200	317	1	1,52,200,95,0,0
6	None	135	3724	2906	3311	1	1,128,1177,1848,552,18,0
5	None	50	265	462	797	1	1,44,154,66,0,0
5	None	76	824	1269	1637	1	1,70,385,330,38,0
5	None	65	437	57	85	1	1,59,247,130,0,0
5	None	166	2897	4251	4705	1	1,160,1209,1318,208,1
6	None	224	9396	6819	7277	1	1,217,2510,4778,1799,91,0
5	None	46	238	411	737	1	1,40,137,60,0,0
5	None	137	2442	3558	3977	1	1,131,989,1122,197,2
5	None	73	660	14	19	1	1,67,328,242,22,0
5	None	134	1949	2931	3359	1	1,128,867,843,110,0
6	None	378	26804	17987	18489	1	1,371,5641,13558,6695,537,1
5	None	108	1367	2088	2497	1	1,102,627,568,69,0
5	None	51	347	567	901	1	1,45,182,112,7,0
5	None	45	275	453	773	1	1,39,146,84,5,0
5	None	88	933	1458	1849	1	1,82,450,364,36,0
5	None	82	658	1083	1489	1	1,76,350,220,11,0
6	None	98	1860	781	971	1	1,91,673,873,216,6,0
5	None	99	1135	586	721	1	1,93,536,455,50,0
6	None	115	3052	2372	2765	1	1,108,946,1496,480,21,0
5	None	85	893	1392	1783	1	1,79,426,349,38,0
5	None	142	2361	1159	1303	1	1,136,991,1064,168,1
6	None	207	8300	2022	2171	1	1,200,2256,4212,1554,77,0
6	None	67	874	791	1131	1	1,60,361,382,69,1,0
5	None	88	1009	1551	1939	1	1,82,469,409,48,0
5	None	63	489	795	1153	1	1,57,252,166,13,0
5	None	62	458	753	1109	1	1,56,243,150,8,0
5	None	75	661	355	479	1	1,69,337,236,18,0
5	None	91	973	1518	1919	1	1,85,466,381,40,0
5	None	76	866	26	33	1	1,70,399,353,43,0
5	None	127	2021	2985	3407	1	1,121,853,903,142,1
6	None	110	2404	1963	2351	1	1,103,828,1156,307,9,0
6	None	141	4422	3357	3760	1	1,134,1311,2209,735,32,0
5	None	64	488	265	387	1	1,58,254,164,11,0
5	None	103	1317	2007	2401	1	1,97,602,550,67,0
6	None	136	3780	1464	1675	1	1,129,1165,1861,598,26,0
6	None	224	9858	7091	7543	1	1,217,2572,5016,1947,105,0
6	None	264	13332	9392	9855	1	1,257,3285,6796,2822,171,0
6	None	248	11496	2053	2169	1	1,241,2953,5871,2306,124,0
5	None	130	1824	2748	3191	1	1,124,813,783,103,0
5	None	50	258	148	265	1	1,44,148,65,0,0
6	None	118	3284	2542	2923	1	1,111,1016,1626,510,20,0
5	None	25	47	81	365	1	1,19,27,0,0,0
6	None	21	53	29	148	1	1,14,29,9,0,0,0
5	None	15	30	48	253	1	1,9,16,4,0,0
6	None	339	22884	15440	15931	1	1,332,4893,11562,5644,451,1
6	None	143	4916	1829	2030	1	1,136,1389,2467,880,43,0
6	None	320	19026	6539	6783	1	1,313,4361,9701,4356,294,0
6	None	254	14016	9715	10164	1	1,247,3282,7123,3151,212,0
6	None	130	4086	3090	3479	1	1,123,1198,2038,694,32,0
6	None	289	15274	10687	11170	1	1,282,3694,7793,3299,205,0
6	None	346	23998	16137	16625	1	1,339,5080,12132,5967,478,1
6	None	385	27254	18301	18803	1	1,378,5754,13798,6783,539,1
6	None	36	172	64	161	1	1,29,96,46,0,0,0
5	None	134	2168	1067	1209	1	1,128,914,971,153,1
5	None	77	722	381	509	1	1,71,355,269,26,0
6	None	350	24072	8103	8350	1	1,343,5114,12167,5968,478,1
6	None	331	22742	2186	2255	1	1,324,4814,11478,5664,460,1
5	None	140	2354	1154	1295	1	1,134,984,1064,170,1
6	None	324	20216	4598	4761	1	1,317,4479,10218,4826,374,1
6	None	111	2156	1817	2216	1	1,104,790,1019,237,5,0
5	None	68	593	942	1313	1	1,62,293,216,21,0
6	None	131	3662	712	811	1	1,124,1150,1821,548,18,0
5	None	169	3123	4548	4999	1	1,163,1271,1441,245,2
6	None	426	29876	20122	20633	1	1,419,6442,15256,7238,520,0
6	None	274	15304	10602	11063	1	1,267,3584,7790,3434,228,0
5	None	145	2390	705	793	1	1,139,1006,1074,169,1
6	None	81	740	782	1161	1	1,74,391,274,0,0,0
6	None	330	22150	14953	15438	1	1,323,4745,11193,5453,434,1
6	None	189	7228	1331	1439	1	1,182,2007,3667,1310,61,0
6	None	286	16502	5690	5923	1	1,279,3812,8399,3756,255,0
5	None	152	2558	342	383	1	1,146,1072,1156,182,1
6	None	201	8928	6392	6823	1	1,194,2287,4520,1818,108,0
6	None	147	4664	1765	1973	1	1,140,1371,2329,788,35,0
6	None	237	11540	8151	8609	1	1,230,2851,5856,2449,153,0
5	None	31	106	20	53	1	1,25,60,20,0,0
6	None	202	7232	677	733	1	1,195,2104,3681,1208,43,0
6	None	269	14300	4991	5225	1	1,262,3430,7287,3122,198,0
6	None	183	6708	2487	2704	1	1,176,1889,3391,1196,55,0
6	None	67	514	554	923	1	1,60,277,176,0,0,0
6	None	128	3634	703	801	1	1,121,1125,1803,562,22,0
6	None	111	2270	1889	2283	1	1,104,814,1084,261,6,0
5	None	31	108	62	159	1	1,25,62,20,0,0
6	None	38	130	5	16	1	1,31,75,23,0,0,0
6	None	43	182	210	547	1	1,36,105,40,0,0,0
6	None	26	112	118	369	1	1,19,58,32,2,0,0
5	None	26	111	180	437	1	1,20,59,30,1,0
6	None	47	372	369	685	1	1,40,176,138,17,0,0
6	None	36	334	101	192	1	1,29,137,137,29,1,0
6	None	53	730	2	3	1	1,46,272,326,82,3,0
5	None	29	98	168	449	1	1,23,56,18,0,0
6	None	51	463	451	768	1	1,44,214,181,23,0,0
5	None	68	478	804	1175	1	1,62,268,147,0,0
6	None	317	18148	12553	13038	1	1,310,4240,9257,4073,267,0
6	None	230	11542	8109	8555	1	1,223,2812,5864,2485,157,0
6	None	272	14796	332	347	1	1,265,3510,7536,3272,212,0
6	None	203	8960	1070	1143	1	1,196,2302,4539,1816,106,0
6	None	87	1480	1271	1638	1	1,80,560,685,151,3,0
6	None	76	1210	521	698	1	1,69,458,553,126,3,0
5	None	182	3547	177	193	1	1,176,1415,1656,296,3
5	None	71	586	948	1325	1	1,65,298,204,18,0
6	None	271	14338	1252	1311	1	1,264,3446,7305,3124,198,0
5	None	52	412	73	109	1	1,46,206,146,13,0
5	None	101	1148	594	731	1	1,95,544,458,50,0
6	None	178	6184	4616	5065	1	1,171,1758,3100,1100,54,0
6	None	379	27590	18459	18953	1	1,372,5725,13916,6989,585,2
6	None	354	24286	16358	16853	1	1,347,5164,12270,6020,483,1
6	None	101	2072	9	11	1	1,94,730,991,250,6,0
5	None	41	222	124	227	1	1,35,121,62,3,0
6	None	227	9960	7176	7627	1	1,220,2618,5082,1940,99,0
6	None	327	21460	14540	15019	1	1,320,4655,10854,5220,409,1
5	None	154	2428	3615	4061	1	1,148,1057,1074,148,0
6	None	236	10100	7307	7777	1	1,229,2671,5128,1965,106,0
6	None	202	7848	5774	6213	1	1,195,2170,3980,1434,68,0
6	None	413	29142	3920	4021	1	1,406,6237,14846,7126,526,0
5	None	131	2005	2982	3407	1	1,125,869,885,125,0
6	None	349	23250	15737	16222	1	1,342,5039,11781,5649,437,1
5	None	190	3620	5256	5731	1	1,184,1466,1681,286,2
5	None	171	3219	4677	5125	1	1,165,1304,1492,255,2
6	None	264	14364	9991	10444	1	1,257,3405,7313,3181,207,0
5	None	125	1830	913	1053	1	1,119,806,797,107,0
6	None	321	20836	7067	7307	1	1,314,4536,10537,5052,395,1
5	None	26	75	126	401	1	1,20,42,12,0,0
6	None	240	11546	8187	8638	1	1,233,2894,5877,2399,142,0
6	None	338	19222	3331	3456	1	1,331,4522,9809,4280,279,0
6	None	266	13414	4729	4960	1	1,259,3323,6855,2812,164,0
6	None	270	14086	9869	10334	1	1,263,3413,7175,3043,191,0
6	None	243	12424	4355	4583	1	1,236,3012,6319,2686,170,0
5	None	147	2618	3822	4253	1	1,141,1067,1200,207,2
6	None	161	6204	4534	4941	1	1,154,1675,3126,1184,64,0
6	None	69	880	799	1151	1	1,62,365,382,69,1,0
6	None	274	13150	2339	2459	1	1,267,3353,6739,2650,140,0
6	None	301	18236	12479	12964	1	1,294,4072,9209,4325,334,1
6	None	351	24106	16241	16729	1	1,344,5144,12204,5943,469,1
5	None	54	322	555	889	1	1,48,185,88,0,0
5	None	172	3293	4770	5221	1	1,166,1322,1534,268,2
6	None	23	63	68	319	1	1,16,34,12,0,0,0
5	None	41	180	24	49	1	1,35,103,40,1,0
5	None	38	175	60	121	1	1,32,100,42,0,0
6	None	50	534	485	803	1	1,43,220,224,45,1,0
5	None	43	198	342	673	1	1,37,114,46,0,0
6	None	66	833	754	1101	1	1,59,345,364,64,0,0
5	None	51	379	202	313	1	1,45,190,131,12,0
5	None	73	634	1011	1399	1	1,67,315,229,22,0
5	None	48	256	39	71	1	1,42,140,70,3,0
5	None	41	271	435	737	1	1,35,137,90,8,0
5	None	31	159	86	177	1	1,25,83,47,3,0
6	None	75	784	380	571	1	1,68,360,315,40,0,0
5	None	28	147	237	491	1	1,22,75,45,4,0
5	None	81	925	1419	1789	1	1,75,428,376,45,0
5	None	77	787	10	13	1	1,71,378,305,32,0
6	None	167	4780	3727	4172	1	1,160,1511,2381,705,22,0
6	None	125	2854	2321	2730	1	1,118,980,1385,361,9,0
5	None	54	294	510	863	1	1,48,170,75,0,0
6	None	128	1526	1548	1987	1	1,121,774,630,0,0,0
6	None	360	22652	15469	15966	1	1,353,5104,11577,5261,356,0
6	None	155	5280	1316	1455	1	1,148,1512,2652,924,43,0
6	None	274	13528	9568	10047	1	1,267,3370,6894,2828,168,0
5	None	137	2309	1130	1271	1	1,131,961,1046,169,1
6	None	198	7870	5736	6191	1	1,191,2105,3960,1526,87,0
6	None	281	15280	10637	11106	1	1,274,3633,7783,3371,218,0
6	None	81	1370	391	509	1	1,74,515,634,143,3,0
6	None	295	17664	4037	4197	1	1,288,3979,8940,4143,312,1
6	None	225	9516	6904	7357	1	1,218,2548,4852,1808,89,0
6	None	315	17572	12211	12693	1	1,308,4171,8980,3869,243,0
6	None	245	13076	9099	9553	1	1,238,3090,6630,2919,198,0
6	None	137	4086	3123	3535	1	1,130,1225,2026,673,31,0
6	None	226	10230	2437	2590	1	1,219,2609,5183,2093,125,0
6	None	170	6036	1499	1639	1	1,163,1716,3042,1065,49,0
6	None	208	8548	6206	6659	1	1,201,2266,4310,1674,96,0
6	None	350	21530	14748	15241	1	1,343,4889,10990,4970,337,0
6	None	89	1486	1279	1658	1	1,82,564,685,151,3,0
6	None	356	24090	16265	16759	1	1,349,5177,12200,5901,461,1
6	None	169	5996	558	611	1	1,162,1703,3023,1058,49,0
